record_id,timestamp,seller_id,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee_brl,price_brl,buyer_notes
967b21d4-cad2-454d-9505-6ea425d977b8,2026-09-18T19:20:15.443384,S-D424CF43,B-A62BFE10,penthouse,Vila Andrade,São Paulo,SP,-23.649389,-46.73198,222.7,3,4,3,2011,True,1103.48,5673080.76,Concerned about noise from nearby avenue.
d5711743-21f8-444b-99d1-47d563af6064,2026-09-18T19:20:15.443448,S-435C41CE,B-5E8E1B8F,commercial,Perdizes,São Paulo,SP,-23.541585,-46.668973,190.5,0,1,2,1978,False,2062.36,1724431.9,
03dae8f5-bd69-4fbc-a65d-33207b6c3a97,2026-09-18T19:20:15.443491,S-73FCEA95,B-C1DD6FD2,house,Água Funda,São Paulo,SP,-23.614648,-46.603026,160.8,4,4,1,1995,True,0.0,953927.14,Requested details on condo fees.
a05588b1-29b6-4d35-aa7d-d64f406ac033,2026-09-18T19:20:15.443527,S-80046C63,B-68415108,apartment,Morumbi,São Paulo,SP,-23.622757,-46.718056,161.9,2,3,3,2016,False,350.01,1403297.69,"Interested in the view, wants to negotiate price."
e1bb307f-bd87-4135-8d55-9e2bbb30bb5a,2026-09-18T19:20:15.443561,S-CD959EAF,B-6FCF8A45,house,Jabaquara,São Paulo,SP,-23.640507,-46.635537,192.5,2,1,2,2007,True,0.0,1183843.52,Looking for a property near public transport.
8d21d436-569b-40bb-8d45-474d117fb280,2026-09-18T19:20:15.443587,S-3C075251,,house,Butantã,São Paulo,SP,-23.574832,-46.731698,61.3,3,2,0,1977,False,0.0,689999.54,
81b85935-0e09-4eaf-93a5-1bd940ca5850,2026-09-18T19:20:15.443614,S-67178EB2,,penthouse,Mooca,São Paulo,SP,-23.542993,-46.600111,72.4,5,2,3,2000,True,1139.75,5022400.55,
33a134cf-fab5-45c5-a7b9-e49bab094644,2026-09-18T19:20:15.443639,S-61143575,,studio,Cursino,São Paulo,SP,-23.61052,-46.624875,42.4,0,1,2,2019,True,395.52,285978.14,
86692742-b9de-4a94-9cd4-747b726f2a26,2026-09-18T19:20:15.443672,S-41E305F7,B-DC73899F,studio,Mooca,São Paulo,SP,-23.556692,-46.606627,222.5,0,1,0,2012,False,2099.77,253758.96,Asked about pet policy in the building.
53d00df4-7a9f-4aab-91ff-ec8f25d7e44e,2026-09-18T19:20:15.443704,S-3AA88593,B-69B76373,penthouse,Lapa,São Paulo,SP,-23.518834,-46.714208,89.5,5,3,1,2019,True,870.59,6247480.92,"Interested in the view, wants to negotiate price."
1cf3d16e-c795-48b3-847c-d1734938e1f4,2026-09-18T19:20:15.443746,S-E6A2FBC5,B-8D62E1B0,commercial,Jardins,São Paulo,SP,-23.576441,-46.653598,178.1,0,1,3,2007,True,1611.32,2175006.0,Wants to schedule a second visit with spouse.
9f2d39d7-8d79-4add-865e-0b0eeebc826b,2026-09-18T19:20:15.443777,S-CFDC2A65,B-3C83395D,apartment,Perdizes,São Paulo,SP,-23.541894,-46.666197,68.6,1,2,2,1980,False,588.62,2173865.87,
c91786c6-7436-4921-9348-c83ab7c7c8d1,2026-09-18T19:20:15.443808,S-435104DA,B-6488A404,apartment,Vila Sônia,São Paulo,SP,-23.601728,-46.732294,264.1,1,2,2,2002,True,432.73,2398696.17,
08ce2226-01a8-4d7b-9d5c-699edec68d13,2026-09-18T19:20:15.443839,S-3F87120D,B-3E3EBB37,apartment,Mandaqui,São Paulo,SP,-23.494706,-46.634306,88.4,4,4,1,1986,False,1428.31,2149022.28,Looking for a property near public transport.
d939d2d7-0ed6-4c5a-a971-e84194e0cdc6,2026-09-18T19:20:15.443863,S-276D43FA,,apartment,Bom Retiro,São Paulo,SP,-23.520377,-46.637774,179.3,4,1,3,1990,True,855.02,1408132.47,
8fe06856-9331-48b0-8044-33e552fda9cb,2026-09-18T19:20:15.443893,S-BA961C63,B-B3913132,house,Campo Belo,São Paulo,SP,-23.627159,-46.671192,56.4,4,2,2,1994,True,0.0,3094421.88,
44373d9d-20bc-40da-899e-6d79c0634056,2026-09-18T19:20:15.443920,S-2218B48D,,house,Mooca,São Paulo,SP,-23.543775,-46.602629,113.3,2,2,3,1989,False,0.0,1784725.79,
78aacc1a-8250-41bc-8539-8f780f6227a3,2026-09-18T19:20:15.443965,S-E3DB2EBD,,commercial,Aclimação,São Paulo,SP,-23.56068,-46.631133,231.7,0,1,0,1998,True,2453.96,2147434.57,
995dd54b-9fcb-4250-93e5-8280ce4bcc86,2026-09-18T19:20:15.443991,S-9D2C2FE5,,apartment,Saúde,São Paulo,SP,-23.600893,-46.633553,219.7,4,5,1,2019,False,2337.52,1548928.47,
fb5dc22f-d6f7-42ed-b088-054cf55e3071,2026-09-18T19:20:15.444023,S-16A2D495,B-4CD2F509,penthouse,Mooca,São Paulo,SP,-23.557574,-46.602248,217.1,3,4,0,2018,False,484.8,5116565.73,Asked about pet policy in the building.
43abe89e-9992-4c43-8cde-75577658f2d8,2026-09-18T19:20:15.444059,S-0EF4CC90,B-BFD28280,house,Moema,São Paulo,SP,-23.593332,-46.667431,237.2,5,2,2,2014,False,0.0,3197489.38,
62c3b2f4-0ccf-4819-8395-958742962770,2026-09-18T19:20:15.444084,S-D71441E2,,penthouse,Cidade Dutra,São Paulo,SP,-23.707028,-46.657287,75.2,4,2,1,1985,True,1678.66,3309692.62,
016955db-8cb9-4eb8-a486-8aa6d9e78e5b,2026-09-18T19:20:15.444109,S-89216AF3,,penthouse,Santo André,São Paulo,SP,-23.658096,-46.538931,232.5,4,3,2,1994,False,602.7,5968534.2,
