record_id,timestamp,seller_id,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee_brl,price_brl,buyer_notes
6ef267fd-1557-4f09-8fde-daf6071fb0a3,2026-09-18T16:45:35.504312,S-F06A00D6,,studio,Vila Mariana,São Paulo,SP,-23.588081,-46.642525,237.9,0,1,3,1997,False,585.14,426348.68,
783e1ce2-4cfc-4988-a5d3-c3c8b142be81,2026-09-18T16:45:35.504462,S-F821D354,B-E83201EE,penthouse,Vila Madalena,São Paulo,SP,-23.557625,-46.698212,215.1,4,2,0,1978,False,1286.74,4066996.77,Requested details on condo fees.
8f67e1f0-82f3-4fa9-bc81-890dce0c9c85,2026-09-18T16:45:35.504592,S-56CAC45B,B-9408EB57,penthouse,Lapa,São Paulo,SP,-23.517023,-46.700655,260.6,3,4,0,2009,False,1553.02,4608106.95,Concerned about noise from nearby avenue.
31cd41c1-7f0b-4f57-99c2-6df5143c2d41,2026-09-18T16:45:35.509857,S-D6825177,B-C357E3E6,penthouse,Vila Guilherme,São Paulo,SP,-23.516338,-46.592422,117.7,3,3,3,2022,True,636.85,2057211.88,Asked about pet policy in the building.
f50ec26d-8b10-48d7-af84-be67ae6cbfc3,2026-09-18T16:45:35.509974,S-D384B533,,apartment,Penha,São Paulo,SP,-23.518558,-46.541043,227.5,1,1,0,1992,True,1751.1,1270522.19,
c7cd907e-cb4f-4b91-ae7e-6e34e1ce0459,2026-09-18T16:45:35.510044,S-BE48B811,B-8E59F7CC,penthouse,Vila Madalena,São Paulo,SP,-23.551822,-46.698179,90.4,5,2,0,1998,True,1393.64,6368934.91,"Interested in the view, wants to negotiate price."
a20ab7ab-6f9c-42e2-aeb9-f75a215e71bc,2026-09-18T16:45:35.510097,S-6933FAF9,,studio,Vila Guilherme,São Paulo,SP,-23.514087,-46.600749,138.7,0,1,3,1995,False,2351.49,276394.02,
45089b5b-b7e6-40c6-94dc-ed98b9644377,2026-09-18T16:45:35.510148,S-D203F83D,,commercial,Barra Funda,São Paulo,SP,-23.531915,-46.663059,86.9,0,1,0,2001,False,2009.76,917053.39,
764333d5-84d7-49ec-98f8-38c21d0a3721,2026-09-18T16:45:35.510197,S-0AB59E42,,commercial,Butantã,São Paulo,SP,-23.575939,-46.735779,55.5,0,1,2,1988,True,1682.84,2473896.16,
98782997-24a2-4328-85d1-06332f95d147,2026-09-18T16:45:35.510261,S-994E0DEC,B-2CA96408,penthouse,Cidade Ademar,São Paulo,SP,-23.667777,-46.664104,144.1,4,2,2,1989,False,2352.99,6627551.92,Asked about pet policy in the building.
a00568dd-d429-4c3c-a399-13041e9d5c94,2026-09-18T16:45:35.510346,S-70A53150,B-5771A39B,studio,Tatuapé,São Paulo,SP,-23.544873,-46.56687,66.3,0,1,0,1993,True,2304.77,251099.99,
2bd91097-ff52-4e9e-a3c8-8eae9e6dfc58,2026-09-18T16:45:35.510513,S-84A0F247,B-72BFE5D5,house,Pirituba,São Paulo,SP,-23.488045,-46.71666,225.6,3,3,2,2019,True,0.0,4486071.78,Asked about pet policy in the building.
7e37e46a-0a74-4837-8ef2-9a26ef3793e0,2026-09-18T16:45:35.510588,S-2318BCF6,B-E1B95CDE,studio,Casa Verde,São Paulo,SP,-23.510712,-46.661756,83.8,0,1,1,1983,False,1150.51,358713.67,"Interested in the view, wants to negotiate price."
549d438c-11d7-4b8c-bf01-5ed2b8e09ee6,2026-09-18T16:45:35.518893,S-567C90E6,B-833C9B3C,penthouse,Cursino,São Paulo,SP,-23.617731,-46.622978,258.1,5,3,2,2014,False,1894.77,3633234.88,Prefers ground floor due to mobility issues.
09cb8ca5-87dc-4a78-91b2-e075b2a2a921,2026-09-18T16:45:35.519002,S-0152D8E6,B-808A6025,house,Mooca,São Paulo,SP,-23.545055,-46.599024,199.1,3,2,2,2021,False,0.0,3643997.56,"Very interested, likely to make an offer."
