record_id,timestamp,seller_id,buyer_id,property_type,neighborhood,city,state,latitude,longitude,area_m2,bedrooms,bathrooms,parking_spots,year_built,furnished,condo_fee_brl,price_brl,buyer_notes
32329f2d-abac-4b5f-8701-f7e01dae6476,2026-09-18T16:31:08.574193,S-EAF69A57,,commercial,Bom Retiro,São Paulo,SP,-23.519238,-46.63137,270.0,0,1,3,2011,False,687.4,2918072.13,
ff97d606-b241-4126-9c0d-a23e3ff688ff,2026-09-18T16:31:08.574247,S-53B8CE18,,commercial,Perdizes,São Paulo,SP,-23.528013,-46.655434,222.3,0,1,2,1996,False,1045.9,2551811.15,
5cd9bc4e-832a-4b42-a15e-837d620d7b13,2026-09-18T16:31:08.574290,S-3480AB9B,B-05B8EC31,studio,Bela Vista,São Paulo,SP,-23.554626,-46.642365,168.5,0,1,1,2000,True,756.25,280480.19,
44594095-f8c6-42fa-b0f5-59b5630df545,2026-09-18T16:31:08.574318,S-43B036E7,,commercial,Jardins,São Paulo,SP,-23.570405,-46.659034,209.2,0,1,1,1986,True,902.13,621859.52,
0a5eb7ce-f40d-402b-9566-04c0dedc000f,2026-09-18T16:31:08.574353,S-A5163B6D,B-17A78741,apartment,Cambuci,São Paulo,SP,-23.574282,-46.613614,145.2,4,1,1,2002,False,646.07,443390.39,Wants to schedule a second visit with spouse.
0c730937-620b-495d-b4f3-7bb3fbcefa0a,2026-09-18T16:31:08.574387,S-4CFA2AAA,B-091ABC1B,house,Vila Prudente,São Paulo,SP,-23.59403,-46.565737,126.7,4,3,2,1985,True,0.0,3643365.53,"Interested in the view, wants to negotiate price."
b0d64928-b75e-466a-82de-84ccd068ad27,2026-09-18T16:31:08.574419,S-84994999,B-D3A2C429,apartment,Santo André,São Paulo,SP,-23.660958,-46.53556,182.6,3,1,3,1982,True,1198.09,1190725.09,Requested details on condo fees.
657e638a-3f18-40f9-9ca3-d5f9735adf8a,2026-09-18T16:31:08.574450,S-F932421C,B-63213561,apartment,Mandaqui,São Paulo,SP,-23.485651,-46.630414,180.2,1,2,2,2018,True,2371.94,1401691.87,"Interested in the view, wants to negotiate price."
c455f366-826e-4393-aeab-b0ca57f08de3,2026-09-18T16:31:08.574481,S-9D411695,B-02D19ACB,commercial,Higienópolis,São Paulo,SP,-23.546457,-46.649678,210.6,0,1,2,2001,True,2020.76,1084414.73,
e4caf23f-d5b5-40c9-b877-af895b54bd9b,2026-09-18T16:31:08.574513,S-AF4DB58A,B-F489BAD7,commercial,Itaim Bibi,São Paulo,SP,-23.588072,-46.677097,102.7,0,1,2,1986,False,684.61,2117090.86,"Interested in the view, wants to negotiate price."
